date,line,process,period,planned_qty,actual_qty,good_qty,defect_qty,operating_minutes,downtime_minutes,cycle_time_sec,worker_count,changeover_minutes,machine_stop_minutes,material_delay_minutes,quality_issue_minutes,worker_absence_minutes,primary_downtime_reason,primary_defect_reason
2026-01-16,LINE-A,Cutting,Improvement,458,431,423,8,456.2,23.8,51.2,7,7.6,3.8,3.0,3.9,5.5,Changeover,Assembly Error
2026-01-16,LINE-A,Stitching,Improvement,458,431,421,10,444.3,35.7,59.1,9,3.1,10.7,13.7,6.3,1.9,Material Delay,Stitch Defect
2026-01-16,LINE-A,Assembly,Improvement,458,431,421,10,452.3,27.7,62.9,7,5.3,4.2,11.4,4.9,1.9,Material Delay,Assembly Error
2026-01-16,LINE-A,Finishing,Improvement,458,431,425,6,458.7,21.3,54.6,5,5.4,3.0,4.3,7.9,0.7,Quality Issue,Material Defect
2026-01-16,LINE-B,Cutting,Improvement,452,364,358,6,456.6,23.4,54.0,7,7.1,5.8,3.0,3.7,3.8,Changeover,Material Defect
2026-01-16,LINE-B,Stitching,Improvement,452,364,353,11,417.9,62.1,68.7,10,22.3,19.1,9.2,7.5,4.0,Changeover,Assembly Error
2026-01-16,LINE-B,Assembly,Improvement,452,364,356,8,447.7,32.3,62.7,7,5.7,6.5,12.2,6.7,1.2,Material Delay,Assembly Error
2026-01-16,LINE-B,Finishing,Improvement,452,364,358,6,458.1,21.9,54.2,6,3.1,3.0,6.5,5.2,4.1,Material Delay,Finishing Defect
2026-01-16,LINE-C,Cutting,Improvement,443,432,426,6,457.2,22.8,52.5,7,6.7,6.8,4.8,2.2,2.3,Machine Stop,Material Defect
2026-01-16,LINE-C,Stitching,Improvement,443,432,421,11,442.7,37.3,57.6,8,13.3,6.3,9.1,6.9,1.7,Changeover,Stitch Defect
2026-01-16,LINE-C,Assembly,Improvement,443,432,422,10,443.8,36.2,61.5,8,5.1,4.6,9.6,7.4,9.5,Material Delay,Assembly Error
2026-01-16,LINE-C,Finishing,Improvement,443,432,426,6,457.5,22.5,55.0,6,4.6,3.7,5.7,3.5,5.0,Material Delay,Finishing Defect
2026-01-17,LINE-A,Cutting,After,463,427,419,8,456.5,23.5,51.0,6,5.6,2.3,9.6,4.2,1.8,Material Delay,Material Defect
2026-01-17,LINE-A,Stitching,After,463,427,417,10,446.0,34.0,59.2,8,3.1,10.8,4.2,10.4,5.5,Machine Stop,Finishing Defect
2026-01-17,LINE-A,Assembly,After,463,427,416,11,455.6,24.4,63.9,9,2.2,5.9,6.0,5.0,5.3,Material Delay,Finishing Defect
2026-01-17,LINE-A,Finishing,After,463,427,421,6,456.5,23.5,55.9,6,2.1,2.8,7.6,7.7,3.3,Quality Issue,Finishing Defect
2026-01-17,LINE-B,Cutting,After,454,419,412,7,455.5,24.5,52.7,7,2.6,4.1,4.7,8.3,4.8,Quality Issue,Material Defect
2026-01-17,LINE-B,Stitching,After,454,419,406,13,439.2,40.8,62.8,9,3.3,8.6,10.2,10.4,8.3,Quality Issue,Stitch Defect
2026-01-17,LINE-B,Assembly,After,454,419,410,9,446.8,33.2,62.4,8,6.5,9.7,7.2,3.8,6.0,Machine Stop,Assembly Error
2026-01-17,LINE-B,Finishing,After,454,419,413,6,454.5,25.5,53.4,5,4.3,9.4,3.7,4.2,3.9,Machine Stop,Assembly Error
2026-01-17,LINE-C,Cutting,After,482,436,429,7,449.3,30.7,53.8,7,8.0,5.7,4.7,7.9,4.4,Changeover,Material Defect
2026-01-17,LINE-C,Stitching,After,482,436,425,11,441.1,38.9,60.7,9,5.2,2.6,8.3,16.9,5.9,Quality Issue,Assembly Error
2026-01-17,LINE-C,Assembly,After,482,436,426,10,441.3,38.7,60.7,8,12.8,4.6,10.0,2.3,9.0,Changeover,Assembly Error
2026-01-17,LINE-C,Finishing,After,482,436,430,6,457.9,22.1,52.5,5,3.6,3.7,6.8,5.3,2.7,Material Delay,Finishing Defect
2026-01-18,LINE-A,Cutting,After,444,429,420,9,457.6,22.4,51.8,6,3.5,3.3,2.3,7.1,6.2,Quality Issue,Material Defect
2026-01-18,LINE-A,Stitching,After,444,429,417,12,446.2,33.8,62.4,9,3.8,2.4,8.9,8.9,9.8,Worker Absence,Assembly Error
2026-01-18,LINE-A,Assembly,After,444,429,419,10,456.9,23.1,60.3,9,2.9,9.6,3.5,5.5,1.6,Machine Stop,Assembly Error
2026-01-18,LINE-A,Finishing,After,444,429,424,5,464.8,15.2,54.2,6,5.8,1.9,3.7,1.3,2.5,Changeover,Finishing Defect
2026-01-18,LINE-B,Cutting,After,438,394,387,7,451.2,28.8,53.1,7,5.8,3.4,11.8,3.3,4.5,Material Delay,Material Defect
2026-01-18,LINE-B,Stitching,After,438,394,382,12,428.9,51.1,65.3,8,8.9,17.1,8.6,9.8,6.7,Machine Stop,Material Defect
2026-01-18,LINE-B,Assembly,After,438,394,385,9,446.7,33.3,65.3,7,6.3,7.7,5.2,7.0,7.1,Machine Stop,Stitch Defect
2026-01-18,LINE-B,Finishing,After,438,394,388,6,461.3,18.7,53.0,5,3.4,5.1,4.5,2.2,3.5,Machine Stop,Finishing Defect
2026-01-18,LINE-C,Cutting,After,446,439,430,9,457.1,22.9,52.9,6,2.4,3.2,7.7,3.5,6.1,Material Delay,Finishing Defect
2026-01-18,LINE-C,Stitching,After,446,439,429,10,448.5,31.5,59.6,9,6.1,11.4,7.9,3.8,2.3,Machine Stop,Stitch Defect
2026-01-18,LINE-C,Assembly,After,446,439,429,10,444.9,35.1,60.7,7,7.7,6.7,6.1,9.5,5.1,Quality Issue,Stitch Defect
2026-01-18,LINE-C,Finishing,After,446,439,433,6,454.6,25.4,56.3,5,6.6,9.7,3.9,3.3,1.9,Machine Stop,Material Defect
2026-01-19,LINE-A,Cutting,After,459,457,449,8,454.5,25.5,50.6,7,2.8,12.4,2.4,3.9,4.0,Machine Stop,Assembly Error
2026-01-19,LINE-A,Stitching,After,459,457,447,10,447.9,32.1,58.7,8,3.7,10.3,9.6,2.5,6.0,Machine Stop,Stitch Defect
2026-01-19,LINE-A,Assembly,After,459,457,447,10,455.0,25.0,59.5,8,9.4,3.1,6.3,3.2,3.0,Changeover,Material Defect
2026-01-19,LINE-A,Finishing,After,459,457,451,6,462.6,17.4,56.6,6,5.0,2.2,3.4,3.8,3.0,Changeover,Stitch Defect
2026-01-19,LINE-B,Cutting,After,448,427,419,8,454.7,25.3,52.6,7,2.2,5.1,8.4,6.5,3.1,Material Delay,Stitch Defect
2026-01-19,LINE-B,Stitching,After,448,427,415,12,440.3,39.7,60.2,9,2.0,13.5,10.4,7.7,6.1,Machine Stop,Material Defect
2026-01-19,LINE-B,Assembly,After,448,427,417,10,450.8,29.2,63.3,7,7.0,7.3,3.9,6.7,4.3,Machine Stop,Assembly Error
2026-01-19,LINE-B,Finishing,After,448,427,420,7,459.5,20.5,56.1,6,3.1,5.5,7.6,4.0,0.3,Material Delay,Finishing Defect
2026-01-19,LINE-C,Cutting,After,444,441,433,8,455.7,24.3,53.1,7,5.4,3.4,2.6,5.4,7.5,Worker Absence,Material Defect
2026-01-19,LINE-C,Stitching,After,444,441,429,12,448.7,31.3,60.9,8,5.8,6.4,7.1,5.2,6.8,Material Delay,Stitch Defect
2026-01-19,LINE-C,Assembly,After,444,441,430,11,445.5,34.5,60.6,8,10.7,8.8,5.3,5.2,4.5,Changeover,Finishing Defect
2026-01-19,LINE-C,Finishing,After,444,441,434,7,459.8,20.2,54.2,6,4.9,2.8,6.1,3.9,2.5,Material Delay,Finishing Defect
2026-01-20,LINE-A,Cutting,After,455,440,433,7,461.4,18.6,51.9,6,3.7,3.1,2.6,2.9,6.3,Worker Absence,Material Defect
2026-01-20,LINE-A,Stitching,After,455,440,429,11,445.5,34.5,60.4,9,4.8,10.0,6.9,1.2,11.6,Worker Absence,Stitch Defect
2026-01-20,LINE-A,Assembly,After,455,440,432,8,449.2,30.8,61.2,7,6.3,7.2,7.2,6.6,3.5,Machine Stop,Assembly Error
2026-01-20,LINE-A,Finishing,After,455,440,433,7,460.5,19.5,55.0,6,3.5,3.5,5.9,2.8,3.8,Material Delay,Finishing Defect
2026-01-20,LINE-B,Cutting,After,434,425,419,6,457.7,22.3,51.8,6,3.5,7.5,4.5,1.7,5.1,Machine Stop,Material Defect
2026-01-20,LINE-B,Stitching,After,434,425,412,13,436.8,43.2,59.5,9,14.8,6.7,4.3,13.6,3.8,Changeover,Stitch Defect
2026-01-20,LINE-B,Assembly,After,434,425,415,10,446.8,33.2,63.0,7,3.5,5.8,13.0,4.2,6.7,Material Delay,Finishing Defect
2026-01-20,LINE-B,Finishing,After,434,425,420,5,457.2,22.8,55.0,6,4.4,3.6,9.4,3.5,1.9,Material Delay,Material Defect
2026-01-20,LINE-C,Cutting,After,449,449,441,8,456.4,23.6,52.9,7,1.3,8.2,8.0,3.9,2.2,Machine Stop,Material Defect
2026-01-20,LINE-C,Stitching,After,449,449,438,11,448.8,31.2,57.4,10,11.9,1.4,9.1,4.0,4.8,Changeover,Assembly Error
2026-01-20,LINE-C,Assembly,After,449,449,438,11,448.6,31.4,57.2,9,4.3,6.6,9.6,7.2,3.7,Material Delay,Assembly Error
2026-01-20,LINE-C,Finishing,After,449,449,443,6,458.6,21.4,53.0,5,6.3,5.2,3.7,2.8,3.4,Changeover,Finishing Defect
2026-01-21,LINE-A,Cutting,After,477,436,428,8,454.4,25.6,51.7,6,3.1,2.5,11.3,5.3,3.4,Material Delay,Material Defect
2026-01-21,LINE-A,Stitching,After,477,436,426,10,448.2,31.8,61.0,8,5.4,3.8,9.6,2.5,10.5,Worker Absence,Stitch Defect
2026-01-21,LINE-A,Assembly,After,477,436,427,9,447.1,32.9,61.5,7,8.6,8.3,7.6,5.0,3.4,Changeover,Finishing Defect
2026-01-21,LINE-A,Finishing,After,477,436,430,6,457.0,23.0,53.9,5,3.2,2.2,7.2,7.7,2.7,Quality Issue,Finishing Defect
2026-01-21,LINE-B,Cutting,After,438,415,407,8,450.4,29.6,52.3,6,6.6,5.9,8.2,5.6,3.3,Material Delay,Finishing Defect
2026-01-21,LINE-B,Stitching,After,438,415,403,12,446.0,34.0,63.1,8,10.1,5.1,12.0,4.8,2.0,Material Delay,Stitch Defect
2026-01-21,LINE-B,Assembly,After,438,415,406,9,445.6,34.4,64.3,8,11.1,2.8,8.7,7.5,4.3,Changeover,Assembly Error
2026-01-21,LINE-B,Finishing,After,438,415,410,5,455.6,24.4,55.5,5,3.4,1.5,9.8,5.6,4.1,Material Delay,Finishing Defect
2026-01-21,LINE-C,Cutting,After,469,434,426,8,448.7,31.3,51.4,7,3.5,8.1,12.5,5.5,1.7,Material Delay,Material Defect
2026-01-21,LINE-C,Stitching,After,469,434,422,12,449.3,30.7,57.4,10,3.9,3.5,9.3,7.7,6.3,Material Delay,Stitch Defect
2026-01-21,LINE-C,Assembly,After,469,434,424,10,445.2,34.8,61.5,7,7.3,4.9,10.7,6.5,5.4,Material Delay,Assembly Error
2026-01-21,LINE-C,Finishing,After,469,434,428,6,457.4,22.6,51.8,6,4.5,1.0,9.8,4.7,2.6,Material Delay,Finishing Defect
2026-01-22,LINE-A,Cutting,After,457,442,434,8,458.9,21.1,51.3,6,1.5,9.1,5.2,0.9,4.4,Machine Stop,Material Defect
2026-01-22,LINE-A,Stitching,After,457,442,431,11,449.7,30.3,58.4,8,4.2,4.5,8.0,9.3,4.3,Quality Issue,Stitch Defect
2026-01-22,LINE-A,Assembly,After,457,442,433,9,448.6,31.4,60.8,9,3.3,6.6,7.6,7.5,6.4,Material Delay,Stitch Defect
2026-01-22,LINE-A,Finishing,After,457,442,436,6,457.8,22.2,55.9,6,2.2,11.3,4.5,2.6,1.6,Machine Stop,Finishing Defect
2026-01-22,LINE-B,Cutting,After,445,434,425,9,452.6,27.4,50.0,7,3.5,6.6,9.5,3.0,4.8,Material Delay,Material Defect
2026-01-22,LINE-B,Stitching,After,445,434,422,12,445.7,34.3,61.6,9,1.5,9.5,8.8,9.6,4.9,Quality Issue,Material Defect
2026-01-22,LINE-B,Assembly,After,445,434,424,10,452.7,27.3,61.0,7,9.1,4.1,10.8,2.1,1.2,Material Delay,Material Defect
2026-01-22,LINE-B,Finishing,After,445,434,428,6,458.5,21.5,53.7,5,8.8,3.0,4.1,1.6,4.0,Changeover,Finishing Defect
2026-01-22,LINE-C,Cutting,After,466,438,431,7,455.7,24.3,51.4,7,4.2,7.6,4.0,4.5,4.0,Machine Stop,Material Defect
2026-01-22,LINE-C,Stitching,After,466,438,428,10,446.8,33.2,61.1,10,6.5,5.0,12.7,5.3,3.7,Material Delay,Stitch Defect
2026-01-22,LINE-C,Assembly,After,466,438,429,9,452.2,27.8,60.7,7,11.5,2.9,6.4,4.1,2.9,Changeover,Stitch Defect
2026-01-22,LINE-C,Finishing,After,466,438,433,5,457.5,22.5,57.2,6,4.0,6.4,7.0,1.9,3.2,Material Delay,Stitch Defect
2026-01-23,LINE-A,Cutting,After,455,447,440,7,454.6,25.4,51.4,6,4.9,7.3,2.5,7.3,3.4,Machine Stop,Material Defect
2026-01-23,LINE-A,Stitching,After,455,447,436,11,449.9,30.1,58.2,10,4.3,3.9,8.4,9.8,3.7,Quality Issue,Stitch Defect
2026-01-23,LINE-A,Assembly,After,455,447,437,10,450.0,30.0,60.4,7,3.6,1.5,12.2,5.1,7.6,Material Delay,Stitch Defect
2026-01-23,LINE-A,Finishing,After,455,447,442,5,451.3,28.7,52.6,5,2.9,2.2,17.7,2.5,3.4,Material Delay,Finishing Defect
2026-01-23,LINE-B,Cutting,After,458,417,410,7,453.5,26.5,53.1,7,3.4,6.5,11.6,2.7,2.3,Material Delay,Finishing Defect
2026-01-23,LINE-B,Stitching,After,458,417,405,12,434.6,45.4,62.4,10,6.8,9.4,5.8,13.1,10.3,Quality Issue,Material Defect
2026-01-23,LINE-B,Assembly,After,458,417,406,11,450.3,29.7,61.5,7,5.7,6.0,5.2,4.2,8.6,Worker Absence,Finishing Defect
2026-01-23,LINE-B,Finishing,After,458,417,412,5,460.0,20.0,55.2,5,2.0,2.0,5.1,7.8,3.1,Quality Issue,Finishing Defect
2026-01-23,LINE-C,Cutting,After,465,444,436,8,453.8,26.2,52.6,6,4.5,3.5,3.9,9.6,4.7,Quality Issue,Material Defect
2026-01-23,LINE-C,Stitching,After,465,444,432,12,446.7,33.3,60.3,9,4.5,2.4,9.6,13.7,3.1,Quality Issue,Stitch Defect
2026-01-23,LINE-C,Assembly,After,465,444,434,10,443.0,37.0,59.1,7,6.1,11.9,6.5,8.6,3.9,Machine Stop,Assembly Error
2026-01-23,LINE-C,Finishing,After,465,444,438,6,460.4,19.6,52.1,5,3.4,4.4,3.3,6.3,2.2,Quality Issue,Finishing Defect
2026-01-24,LINE-A,Cutting,After,455,442,434,8,456.3,23.7,51.0,6,5.4,2.5,7.0,4.3,4.5,Material Delay,Stitch Defect
2026-01-24,LINE-A,Stitching,After,455,442,431,11,444.3,35.7,59.2,8,9.3,8.3,8.8,4.3,5.0,Changeover,Assembly Error
2026-01-24,LINE-A,Assembly,After,455,442,434,8,449.3,30.7,60.9,8,8.5,8.8,6.5,1.5,5.4,Machine Stop,Finishing Defect
2026-01-24,LINE-A,Finishing,After,455,442,435,7,459.8,20.2,55.1,6,4.5,1.6,8.0,4.7,1.4,Material Delay,Finishing Defect
2026-01-24,LINE-B,Cutting,After,463,421,414,7,453.2,26.8,53.7,6,7.3,3.6,6.0,1.1,8.8,Worker Absence,Stitch Defect
2026-01-24,LINE-B,Stitching,After,463,421,410,11,443.6,36.4,63.1,8,11.7,6.3,6.5,4.2,7.7,Changeover,Stitch Defect
2026-01-24,LINE-B,Assembly,After,463,421,412,9,448.2,31.8,61.2,8,8.9,6.5,4.1,10.3,2.0,Quality Issue,Assembly Error
2026-01-24,LINE-B,Finishing,After,463,421,415,6,456.7,23.3,55.2,5,7.6,4.1,4.8,3.2,3.6,Changeover,Material Defect
2026-01-24,LINE-C,Cutting,After,447,438,430,8,450.7,29.3,52.0,6,9.6,3.4,4.8,8.8,2.7,Changeover,Assembly Error
2026-01-24,LINE-C,Stitching,After,447,438,428,10,444.4,35.6,60.3,9,4.6,10.4,3.3,15.1,2.2,Quality Issue,Stitch Defect
2026-01-24,LINE-C,Assembly,After,447,438,428,10,446.1,33.9,61.0,7,3.4,8.3,8.4,9.4,4.4,Quality Issue,Assembly Error
2026-01-24,LINE-C,Finishing,After,447,438,432,6,463.7,16.3,53.2,6,6.0,2.0,4.4,1.9,2.0,Changeover,Assembly Error
2026-01-25,LINE-A,Cutting,After,453,431,423,8,452.1,27.9,54.1,6,6.0,5.7,11.8,1.9,2.5,Material Delay,Finishing Defect
2026-01-25,LINE-A,Stitching,After,453,431,421,10,443.9,36.1,61.7,10,10.7,7.5,7.9,7.7,2.3,Changeover,Assembly Error
2026-01-25,LINE-A,Assembly,After,453,431,421,10,449.1,30.9,61.3,8,6.8,10.4,5.4,1.7,6.6,Machine Stop,Assembly Error
2026-01-25,LINE-A,Finishing,After,453,431,424,7,457.8,22.2,54.4,6,4.0,3.5,4.4,8.8,1.5,Quality Issue,Material Defect
2026-01-25,LINE-B,Cutting,After,480,424,416,8,455.7,24.3,53.1,6,4.2,2.7,4.8,10.4,2.2,Quality Issue,Material Defect
2026-01-25,LINE-B,Stitching,After,480,424,412,12,434.2,45.8,60.3,9,9.9,7.6,9.7,14.7,3.9,Quality Issue,Assembly Error
2026-01-25,LINE-B,Assembly,After,480,424,414,10,439.0,41.0,62.0,8,1.7,8.8,13.1,8.5,8.9,Material Delay,Assembly Error
2026-01-25,LINE-B,Finishing,After,480,424,419,5,457.3,22.7,54.5,6,5.9,4.4,8.8,1.8,1.8,Material Delay,Assembly Error
2026-01-25,LINE-C,Cutting,After,463,454,446,8,454.3,25.7,50.2,7,7.2,1.9,8.6,5.2,2.8,Material Delay,Material Defect
2026-01-25,LINE-C,Stitching,After,463,454,443,11,448.1,31.9,59.1,9,2.4,3.9,6.3,14.1,5.2,Quality Issue,Stitch Defect
2026-01-25,LINE-C,Assembly,After,463,454,443,11,443.8,36.2,57.1,9,5.8,9.2,6.1,14.3,0.8,Quality Issue,Assembly Error
2026-01-25,LINE-C,Finishing,After,463,454,447,7,451.9,28.1,52.5,6,7.1,8.0,6.3,2.1,4.6,Machine Stop,Finishing Defect
2026-01-26,LINE-A,Cutting,After,442,442,434,8,455.0,25.0,50.3,7,3.4,2.1,4.4,8.8,6.3,Quality Issue,Assembly Error
2026-01-26,LINE-A,Stitching,After,442,442,432,10,441.8,38.2,57.5,9,7.8,4.9,11.6,6.5,7.4,Material Delay,Material Defect
2026-01-26,LINE-A,Assembly,After,442,442,432,10,453.0,27.0,60.0,9,5.5,4.6,6.3,6.5,4.1,Quality Issue,Stitch Defect
2026-01-26,LINE-A,Finishing,After,442,442,436,6,462.9,17.1,56.2,5,3.2,2.7,3.6,3.4,4.2,Worker Absence,Finishing Defect
2026-01-26,LINE-B,Cutting,After,452,382,375,7,453.3,26.7,50.5,7,11.7,3.5,5.6,3.9,2.0,Changeover,Assembly Error
2026-01-26,LINE-B,Stitching,After,452,382,371,11,424.9,55.1,66.7,8,13.4,14.8,9.0,11.6,6.3,Machine Stop,Stitch Defect
2026-01-26,LINE-B,Assembly,After,452,382,372,10,449.9,30.1,61.7,8,5.4,8.3,8.0,5.7,2.7,Machine Stop,Assembly Error
2026-01-26,LINE-B,Finishing,After,452,382,376,6,462.0,18.0,54.8,6,2.0,3.0,7.7,2.6,2.7,Material Delay,Finishing Defect
2026-01-26,LINE-C,Cutting,After,445,445,437,8,451.9,28.1,51.6,7,5.2,1.9,10.1,6.6,4.3,Material Delay,Material Defect
2026-01-26,LINE-C,Stitching,After,445,445,433,12,446.8,33.2,59.7,8,8.6,12.4,7.0,3.3,1.9,Machine Stop,Stitch Defect
2026-01-26,LINE-C,Assembly,After,445,445,436,9,455.1,24.9,60.8,8,4.8,3.9,7.0,2.5,6.7,Material Delay,Assembly Error
2026-01-26,LINE-C,Finishing,After,445,445,438,7,461.6,18.4,55.6,6,2.5,3.3,5.0,4.1,3.5,Material Delay,Finishing Defect
2026-01-27,LINE-A,Cutting,After,459,433,425,8,452.6,27.4,52.7,6,4.0,5.1,7.1,7.2,4.0,Quality Issue,Material Defect
2026-01-27,LINE-A,Stitching,After,459,433,422,11,447.4,32.6,57.4,10,9.8,4.1,7.2,7.3,4.2,Changeover,Stitch Defect
2026-01-27,LINE-A,Assembly,After,459,433,423,10,448.8,31.2,62.1,7,5.5,4.6,9.3,3.3,8.5,Material Delay,Finishing Defect
2026-01-27,LINE-A,Finishing,After,459,433,428,5,467.1,12.9,57.5,5,5.2,0.9,2.2,3.8,0.8,Changeover,Stitch Defect
2026-01-27,LINE-B,Cutting,After,441,429,422,7,459.2,20.8,49.9,6,3.5,3.5,5.4,5.0,3.4,Material Delay,Material Defect
2026-01-27,LINE-B,Stitching,After,441,429,417,12,443.4,36.6,61.9,9,5.4,12.9,6.8,6.6,4.9,Machine Stop,Stitch Defect
2026-01-27,LINE-B,Assembly,After,441,429,419,10,448.8,31.2,59.2,8,4.0,9.0,10.4,3.8,4.0,Material Delay,Stitch Defect
2026-01-27,LINE-B,Finishing,After,441,429,423,6,453.6,26.4,56.0,5,8.6,3.1,7.8,4.2,2.7,Changeover,Finishing Defect
2026-01-27,LINE-C,Cutting,After,452,439,431,8,451.4,28.6,50.6,6,4.9,4.0,7.6,7.2,4.9,Material Delay,Material Defect
2026-01-27,LINE-C,Stitching,After,452,439,428,11,442.9,37.1,60.5,10,5.6,9.0,6.6,4.1,11.8,Worker Absence,Material Defect
2026-01-27,LINE-C,Assembly,After,452,439,431,8,447.1,32.9,60.8,9,4.3,5.9,14.6,3.9,4.2,Material Delay,Assembly Error
2026-01-27,LINE-C,Finishing,After,452,439,433,6,458.9,21.1,51.1,6,2.8,6.5,4.9,4.1,2.8,Machine Stop,Finishing Defect
2026-01-28,LINE-A,Cutting,After,438,425,417,8,461.0,19.0,50.4,7,4.8,1.8,4.0,6.3,2.1,Quality Issue,Material Defect
2026-01-28,LINE-A,Stitching,After,438,425,414,11,442.4,37.6,62.4,9,3.7,2.7,9.2,15.0,7.0,Quality Issue,Stitch Defect
2026-01-28,LINE-A,Assembly,After,438,425,415,10,454.2,25.8,59.7,7,4.9,8.5,7.0,1.9,3.5,Machine Stop,Assembly Error
2026-01-28,LINE-A,Finishing,After,438,425,419,6,456.5,23.5,50.5,6,6.6,4.5,5.9,3.0,3.5,Changeover,Finishing Defect
2026-01-28,LINE-B,Cutting,After,468,435,426,9,458.5,21.5,51.8,7,4.0,5.4,6.0,5.5,0.6,Material Delay,Material Defect
2026-01-28,LINE-B,Stitching,After,468,435,422,13,443.0,37.0,61.1,9,7.1,9.9,12.3,3.4,4.3,Material Delay,Assembly Error
2026-01-28,LINE-B,Assembly,After,468,435,424,11,451.4,28.6,58.6,8,6.9,3.2,4.0,8.6,5.9,Quality Issue,Stitch Defect
2026-01-28,LINE-B,Finishing,After,468,435,430,5,451.4,28.6,55.2,6,6.8,3.2,7.6,2.9,8.1,Worker Absence,Finishing Defect
2026-01-28,LINE-C,Cutting,After,456,442,433,9,455.7,24.3,50.1,6,5.5,5.8,3.6,4.1,5.3,Machine Stop,Material Defect
2026-01-28,LINE-C,Stitching,After,456,442,432,10,446.5,33.5,59.8,8,8.0,7.2,7.6,8.5,2.2,Quality Issue,Stitch Defect
2026-01-28,LINE-C,Assembly,After,456,442,431,11,445.2,34.8,60.3,8,6.4,1.4,7.0,13.8,6.2,Quality Issue,Stitch Defect
2026-01-28,LINE-C,Finishing,After,456,442,436,6,456.3,23.7,53.3,5,2.3,4.5,5.3,6.7,4.9,Quality Issue,Assembly Error
2026-01-29,LINE-A,Cutting,After,436,421,413,8,452.2,27.8,53.7,7,7.3,5.1,9.4,2.9,3.1,Material Delay,Material Defect
2026-01-29,LINE-A,Stitching,After,436,421,411,10,447.6,32.4,60.6,8,3.3,11.9,7.5,7.6,2.1,Machine Stop,Finishing Defect
2026-01-29,LINE-A,Assembly,After,436,421,411,10,440.7,39.3,62.7,9,2.4,5.8,16.1,7.4,7.6,Material Delay,Assembly Error
2026-01-29,LINE-A,Finishing,After,436,421,416,5,459.2,20.8,55.5,6,5.2,2.5,4.4,5.4,3.3,Quality Issue,Finishing Defect
2026-01-29,LINE-B,Cutting,After,481,430,422,8,453.2,26.8,50.4,7,5.2,6.9,5.6,3.1,6.0,Machine Stop,Material Defect
2026-01-29,LINE-B,Stitching,After,481,430,419,11,441.3,38.7,61.5,8,9.5,4.4,12.7,9.9,2.2,Material Delay,Assembly Error
2026-01-29,LINE-B,Assembly,After,481,430,421,9,446.0,34.0,61.6,8,6.0,5.1,8.9,8.3,5.7,Material Delay,Assembly Error
2026-01-29,LINE-B,Finishing,After,481,430,423,7,463.2,16.8,56.8,6,6.2,4.1,2.4,2.7,1.4,Changeover,Finishing Defect
2026-01-29,LINE-C,Cutting,After,460,425,417,8,461.1,18.9,48.8,7,4.5,2.9,4.5,4.8,2.2,Quality Issue,Material Defect
2026-01-29,LINE-C,Stitching,After,460,425,416,9,444.5,35.5,59.5,9,7.7,4.6,7.8,8.0,7.4,Quality Issue,Assembly Error
2026-01-29,LINE-C,Assembly,After,460,425,415,10,448.8,31.2,63.3,7,7.4,7.5,6.6,5.1,4.6,Machine Stop,Stitch Defect
2026-01-29,LINE-C,Finishing,After,460,425,418,7,462.1,17.9,53.3,5,4.0,1.5,5.4,5.7,1.3,Quality Issue,Material Defect
2026-01-30,LINE-A,Cutting,After,477,441,433,8,456.2,23.8,53.6,7,2.9,3.8,7.7,4.1,5.3,Material Delay,Material Defect
2026-01-30,LINE-A,Stitching,After,477,441,430,11,448.2,31.8,59.7,9,6.9,5.3,6.3,7.9,5.4,Quality Issue,Material Defect
2026-01-30,LINE-A,Assembly,After,477,441,432,9,448.9,31.1,61.0,9,5.3,8.7,6.8,6.5,3.8,Machine Stop,Finishing Defect
2026-01-30,LINE-A,Finishing,After,477,441,435,6,460.9,19.1,57.4,6,1.7,3.5,8.2,2.2,3.5,Material Delay,Finishing Defect
2026-01-30,LINE-B,Cutting,After,454,392,385,7,449.7,30.3,50.3,7,3.7,1.9,12.4,8.9,3.4,Material Delay,Material Defect
2026-01-30,LINE-B,Stitching,After,454,392,381,11,426.9,53.1,65.3,8,9.2,15.5,14.4,10.6,3.4,Machine Stop,Stitch Defect
2026-01-30,LINE-B,Assembly,After,454,392,382,10,445.1,34.9,62.1,8,12.7,4.1,9.3,6.2,2.6,Changeover,Assembly Error
2026-01-30,LINE-B,Finishing,After,454,392,387,5,458.7,21.3,54.0,6,4.8,2.9,6.4,2.5,4.7,Material Delay,Stitch Defect
2026-01-30,LINE-C,Cutting,After,428,423,415,8,453.6,26.4,53.5,6,5.7,4.0,5.2,1.8,9.7,Worker Absence,Stitch Defect
2026-01-30,LINE-C,Stitching,After,428,423,413,10,446.9,33.1,59.9,9,5.2,5.0,6.8,13.1,3.0,Quality Issue,Stitch Defect
2026-01-30,LINE-C,Assembly,After,428,423,413,10,440.8,39.2,62.5,7,10.3,8.9,4.1,9.1,6.8,Changeover,Assembly Error
2026-01-30,LINE-C,Finishing,After,428,423,417,6,463.8,16.2,52.2,6,2.2,5.7,5.5,1.0,1.8,Machine Stop,Finishing Defect
